date,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30
2004-09-29,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687,17.7771490452055687
2004-09-30,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308,17.1341529251776308
2004-10-01,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190,16.4895821068073190
2004-10-02,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065,19.3465424839846065
2004-10-03,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547,21.7228734084048547
2004-10-04,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234,20.7762682196217234
2004-10-05,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057,19.6598658592884057
2004-10-06,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007,18.4342149413898007
2004-10-07,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075,17.5804663156248075
2004-10-08,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332,17.0036992874411332
